biweek,year,loc,cases,pop
17,1931,BALTIMORE,2,811074.7998
18,1931,BALTIMORE,3,811228.4873
19,1931,BALTIMORE,4,811382.5124
20,1931,BALTIMORE,2,811536.879
21,1931,BALTIMORE,2,811691.5909
22,1931,BALTIMORE,2,811846.652
23,1931,BALTIMORE,3,812002.066
24,1931,BALTIMORE,6,812157.8369
25,1931,BALTIMORE,7,812313.9685
26,1931,BALTIMORE,5,812470.4646
1,1932,BALTIMORE,5,812627.329
2,1932,BALTIMORE,6,812784.5656
3,1932,BALTIMORE,5,812942.1783
4,1932,BALTIMORE,4,813100.1708
5,1932,BALTIMORE,5,813258.5469
6,1932,BALTIMORE,15,813417.3106
7,1932,BALTIMORE,4,813576.4657
8,1932,BALTIMORE,7,813736.016
9,1932,BALTIMORE,19,813895.9653
10,1932,BALTIMORE,13,814056.3175
11,1932,BALTIMORE,9,814217.0765
12,1932,BALTIMORE,17,814378.246
13,1932,BALTIMORE,9,814539.8298
14,1932,BALTIMORE,6,814701.8319
15,1932,BALTIMORE,3,814864.2561
16,1932,BALTIMORE,4,815027.1062
17,1932,BALTIMORE,5,815190.386
18,1932,BALTIMORE,5,815354.0994
19,1932,BALTIMORE,1,815518.2502
20,1932,BALTIMORE,1,815682.8423
21,1932,BALTIMORE,0,815847.8794
22,1932,BALTIMORE,3,816013.3655
23,1932,BALTIMORE,5,816179.3044
24,1932,BALTIMORE,4,816345.6998
25,1932,BALTIMORE,8,816512.5557
26,1932,BALTIMORE,5,816679.8759
1,1933,BALTIMORE,10,816847.6642
2,1933,BALTIMORE,2,817015.9244
3,1933,BALTIMORE,3,817184.6605
4,1933,BALTIMORE,5,817353.8761
5,1933,BALTIMORE,8,817523.5752
6,1933,BALTIMORE,7,817693.7617
7,1933,BALTIMORE,6,817864.4392
8,1933,BALTIMORE,6,818035.6117
9,1933,BALTIMORE,6,818207.2831
10,1933,BALTIMORE,11,818379.4571
11,1933,BALTIMORE,17,818552.1376
12,1933,BALTIMORE,7,818725.3284
13,1933,BALTIMORE,2,818899.0334
14,1933,BALTIMORE,4,819073.2563
15,1933,BALTIMORE,4,819248.0011
16,1933,BALTIMORE,1,819423.2716
17,1933,BALTIMORE,2,819599.0716
18,1933,BALTIMORE,3,819775.405
19,1933,BALTIMORE,0,819952.2755
20,1933,BALTIMORE,1,820129.687
21,1933,BALTIMORE,1,820307.6435
22,1933,BALTIMORE,6,820486.1486
23,1933,BALTIMORE,5,820665.2062
24,1933,BALTIMORE,1,820844.8202
25,1933,BALTIMORE,5,821024.9945
26,1933,BALTIMORE,8,821205.7327
1,1934,BALTIMORE,17,821387.0389
2,1934,BALTIMORE,38,821568.9168
3,1934,BALTIMORE,213,821751.3702
4,1934,BALTIMORE,540,821934.4031
5,1934,BALTIMORE,899,822118.0191
6,1934,BALTIMORE,1312,822302.2223
7,1934,BALTIMORE,1993,822487.0163
8,1934,BALTIMORE,2883,822672.4051
9,1934,BALTIMORE,3453,822858.3925
10,1934,BALTIMORE,3675,823044.9823
11,1934,BALTIMORE,2145,823232.1783
12,1934,BALTIMORE,903,823419.9845
13,1934,BALTIMORE,389,823608.4046
14,1934,BALTIMORE,118,823797.4424
15,1934,BALTIMORE,20,823987.1019
16,1934,BALTIMORE,8,824177.3868
17,1934,BALTIMORE,2,824368.301
18,1934,BALTIMORE,2,824559.8483
19,1934,BALTIMORE,5,824752.0325
20,1934,BALTIMORE,1,824944.8576
21,1934,BALTIMORE,2,825138.3273
22,1934,BALTIMORE,5,825332.4454
23,1934,BALTIMORE,18,825527.2159
24,1934,BALTIMORE,6,825722.6425
25,1934,BALTIMORE,5,825918.729
26,1934,BALTIMORE,2,826115.4794
1,1935,BALTIMORE,4,826312.8975
2,1935,BALTIMORE,64,826510.987
3,1935,BALTIMORE,29,826709.7519
4,1935,BALTIMORE,15,826909.1959
5,1935,BALTIMORE,19,827109.3229
6,1935,BALTIMORE,34,827310.1368
7,1935,BALTIMORE,46,827511.6414
8,1935,BALTIMORE,45,827713.8404
9,1935,BALTIMORE,70,827916.7379
10,1935,BALTIMORE,71,828120.3375
11,1935,BALTIMORE,65,828324.6431
12,1935,BALTIMORE,60,828529.6586
13,1935,BALTIMORE,21,828735.3878
14,1935,BALTIMORE,7,828941.8346
15,1935,BALTIMORE,3,829149.0027
16,1935,BALTIMORE,3,829356.896
17,1935,BALTIMORE,0,829565.5184
18,1935,BALTIMORE,2,829774.8737
19,1935,BALTIMORE,1,829984.9657
20,1935,BALTIMORE,0,830195.7982
21,1935,BALTIMORE,0,830407.3752
22,1935,BALTIMORE,6,830619.7004
23,1935,BALTIMORE,3,830832.7777
24,1935,BALTIMORE,3,831046.6109
25,1935,BALTIMORE,5,831261.2038
26,1935,BALTIMORE,4,831476.5603
1,1936,BALTIMORE,7,831692.6843
2,1936,BALTIMORE,19,831909.5795
3,1936,BALTIMORE,31,832127.2498
4,1936,BALTIMORE,53,832345.699
5,1936,BALTIMORE,70,832564.931
6,1936,BALTIMORE,95,832784.9496
7,1936,BALTIMORE,220,833005.7587
8,1936,BALTIMORE,250,833227.3621
9,1936,BALTIMORE,450,833449.7635
10,1936,BALTIMORE,683,833672.967
11,1936,BALTIMORE,569,833896.9762
12,1936,BALTIMORE,480,834121.7951
13,1936,BALTIMORE,369,834347.4274
14,1936,BALTIMORE,209,834573.8771
15,1936,BALTIMORE,150,834801.1479
16,1936,BALTIMORE,52,835029.2436
17,1936,BALTIMORE,24,835258.1682
18,1936,BALTIMORE,14,835487.9255
19,1936,BALTIMORE,14,835718.5192
20,1936,BALTIMORE,3,835949.9533
21,1936,BALTIMORE,1,836182.2316
22,1936,BALTIMORE,16,836415.3578
23,1936,BALTIMORE,25,836649.336
24,1936,BALTIMORE,90,836884.1697
25,1936,BALTIMORE,165,837119.863
26,1936,BALTIMORE,186,837356.4197
1,1937,BALTIMORE,448,837593.8436
2,1937,BALTIMORE,487,837832.1385
3,1937,BALTIMORE,574,838071.3082
4,1937,BALTIMORE,817,838311.3567
5,1937,BALTIMORE,1238,838552.2877
6,1937,BALTIMORE,1458,838794.1051
7,1937,BALTIMORE,1374,839036.8127
8,1937,BALTIMORE,1019,839280.4143
9,1937,BALTIMORE,712,839524.9139
10,1937,BALTIMORE,553,839770.3151
11,1937,BALTIMORE,339,840016.622
12,1937,BALTIMORE,193,840263.8382
13,1937,BALTIMORE,113,840511.9677
14,1937,BALTIMORE,34,840761.0143
15,1937,BALTIMORE,16,841010.9818
16,1937,BALTIMORE,6,841261.874
17,1937,BALTIMORE,2,841513.6948
18,1937,BALTIMORE,3,841766.4481
19,1937,BALTIMORE,4,842020.1376
20,1937,BALTIMORE,3,842274.7672
21,1937,BALTIMORE,5,842530.3408
22,1937,BALTIMORE,4,842786.8621
23,1937,BALTIMORE,5,843044.3351
24,1937,BALTIMORE,5,843302.7635
25,1937,BALTIMORE,4,843562.1511
26,1937,BALTIMORE,2,843822.502
1,1938,BALTIMORE,13,844083.8197
2,1938,BALTIMORE,9,844346.1083
3,1938,BALTIMORE,12,844609.3715
4,1938,BALTIMORE,6,844873.6132
5,1938,BALTIMORE,17,845138.8372
6,1938,BALTIMORE,17,845405.0474
7,1938,BALTIMORE,38,845672.2475
8,1938,BALTIMORE,28,845940.4415
9,1938,BALTIMORE,42,846209.6331
10,1938,BALTIMORE,62,846479.8263
11,1938,BALTIMORE,56,846751.0247
12,1938,BALTIMORE,60,847023.2324
13,1938,BALTIMORE,37,847296.453
14,1938,BALTIMORE,19,847570.6905
15,1938,BALTIMORE,15,847845.9487
16,1938,BALTIMORE,12,848122.2314
17,1938,BALTIMORE,9,848399.5425
18,1938,BALTIMORE,2,848677.8857
19,1938,BALTIMORE,15,848957.265
20,1938,BALTIMORE,22,849237.6842
21,1938,BALTIMORE,37,849519.1471
22,1938,BALTIMORE,55,849801.6575
23,1938,BALTIMORE,68,850085.2193
24,1938,BALTIMORE,93,850369.8363
25,1938,BALTIMORE,137,850655.5124
26,1938,BALTIMORE,222,850942.2514
1,1939,BALTIMORE,661,851230.0571
2,1939,BALTIMORE,1397,851518.9334
3,1939,BALTIMORE,1938,851808.8841
4,1939,BALTIMORE,2095,852099.913
5,1939,BALTIMORE,1831,852392.024
6,1939,BALTIMORE,1365,852685.221
7,1939,BALTIMORE,912,852979.5077
8,1939,BALTIMORE,665,853274.888
9,1939,BALTIMORE,462,853571.3657
10,1939,BALTIMORE,319,853868.9447
11,1939,BALTIMORE,144,854167.6288
12,1939,BALTIMORE,113,854467.4218
13,1939,BALTIMORE,46,854768.3277
14,1939,BALTIMORE,9,855070.3501
15,1939,BALTIMORE,3,855373.493
16,1939,BALTIMORE,3,855677.7602
17,1939,BALTIMORE,0,855983.1555
18,1939,BALTIMORE,1,856289.6828
19,1939,BALTIMORE,6,856597.3459
20,1939,BALTIMORE,4,856906.1486
21,1939,BALTIMORE,0,857216.0948
22,1939,BALTIMORE,4,857527.1883
23,1939,BALTIMORE,3,857839.433
24,1939,BALTIMORE,4,858152.8327
25,1939,BALTIMORE,4,858467.3912
26,1939,BALTIMORE,2,858783.1123
1,1940,BALTIMORE,1,859100
2,1940,BALTIMORE,4,859418.0556
3,1940,BALTIMORE,4,859737.2707
4,1940,BALTIMORE,3,860057.6347
5,1940,BALTIMORE,3,860379.1368
6,1940,BALTIMORE,2,860701.7663
7,1940,BALTIMORE,2,861025.5123
8,1940,BALTIMORE,2,861350.3641
9,1940,BALTIMORE,1,861676.3111
10,1940,BALTIMORE,4,862003.3423
11,1940,BALTIMORE,10,862331.4472
12,1940,BALTIMORE,3,862660.6149
13,1940,BALTIMORE,5,862990.8346
14,1940,BALTIMORE,2,863322.0957
15,1940,BALTIMORE,3,863654.3874
16,1940,BALTIMORE,1,863987.6989
17,1940,BALTIMORE,4,864322.0195
18,1940,BALTIMORE,4,864657.3385
19,1940,BALTIMORE,2,864993.645
20,1940,BALTIMORE,2,865330.9283
21,1940,BALTIMORE,6,865669.1777
22,1940,BALTIMORE,5,866008.3825
23,1940,BALTIMORE,5,866348.5318
24,1940,BALTIMORE,4,866689.6149
25,1940,BALTIMORE,2,867031.6211
26,1940,BALTIMORE,3,867374.5397
1,1941,BALTIMORE,12,867718.3598
2,1941,BALTIMORE,12,868063.0707
3,1941,BALTIMORE,8,868408.6617
4,1941,BALTIMORE,44,868755.122
5,1941,BALTIMORE,64,869102.4409
6,1941,BALTIMORE,101,869450.6076
7,1941,BALTIMORE,183,869799.6114
8,1941,BALTIMORE,264,870149.4415
9,1941,BALTIMORE,311,870500.0872
10,1941,BALTIMORE,364,870851.5377
11,1941,BALTIMORE,468,871203.7823
12,1941,BALTIMORE,647,871556.8101
13,1941,BALTIMORE,497,871910.6106
14,1941,BALTIMORE,376,872265.1728
15,1941,BALTIMORE,244,872620.4862
16,1941,BALTIMORE,101,872976.5398
17,1941,BALTIMORE,57,873333.323
18,1941,BALTIMORE,25,873690.825
19,1941,BALTIMORE,17,874049.0351
20,1941,BALTIMORE,16,874407.9425
21,1941,BALTIMORE,17,874767.5364
22,1941,BALTIMORE,16,875127.8062
23,1941,BALTIMORE,51,875488.741
24,1941,BALTIMORE,100,875850.3301
25,1941,BALTIMORE,181,876212.5628
26,1941,BALTIMORE,204,876575.4283
1,1942,BALTIMORE,350,876938.9158
2,1942,BALTIMORE,377,877303.0146
3,1942,BALTIMORE,388,877667.7141
4,1942,BALTIMORE,537,878033.0033
5,1942,BALTIMORE,712,878398.8715
6,1942,BALTIMORE,868,878765.3081
7,1942,BALTIMORE,867,879132.3022
8,1942,BALTIMORE,761,879499.8431
9,1942,BALTIMORE,642,879867.9201
10,1942,BALTIMORE,477,880236.5224
11,1942,BALTIMORE,237,880605.6392
12,1942,BALTIMORE,154,880975.2598
13,1942,BALTIMORE,57,881345.3735
14,1942,BALTIMORE,32,881715.9694
15,1942,BALTIMORE,13,882087.0369
16,1942,BALTIMORE,6,882458.5652
17,1942,BALTIMORE,10,882830.5436
18,1942,BALTIMORE,7,883202.9613
19,1942,BALTIMORE,4,883575.8074
20,1942,BALTIMORE,6,883949.0714
21,1942,BALTIMORE,3,884322.7425
22,1942,BALTIMORE,2,884696.8098
23,1942,BALTIMORE,1,885071.2627
24,1942,BALTIMORE,5,885446.0903
25,1942,BALTIMORE,4,885821.282
26,1942,BALTIMORE,1,886196.827
1,1943,BALTIMORE,10,886572.7145
2,1943,BALTIMORE,12,886948.9338
3,1943,BALTIMORE,23,887325.4742
4,1943,BALTIMORE,34,887702.3248
5,1943,BALTIMORE,60,888079.475
6,1943,BALTIMORE,95,888456.914
7,1943,BALTIMORE,105,888834.631
8,1943,BALTIMORE,186,889212.6153
9,1943,BALTIMORE,283,889590.8561
10,1943,BALTIMORE,303,889969.3427
11,1943,BALTIMORE,244,890348.0643
12,1943,BALTIMORE,301,890727.0102
13,1943,BALTIMORE,179,891106.1697
14,1943,BALTIMORE,101,891485.5319
15,1943,BALTIMORE,72,891865.0862
16,1943,BALTIMORE,42,892244.8217
17,1943,BALTIMORE,17,892624.7278
18,1943,BALTIMORE,10,893004.7936
19,1943,BALTIMORE,4,893385.0085
20,1943,BALTIMORE,7,893765.3616
21,1943,BALTIMORE,7,894145.8423
22,1943,BALTIMORE,9,894526.4398
23,1943,BALTIMORE,11,894907.1432
24,1943,BALTIMORE,24,895287.942
25,1943,BALTIMORE,38,895668.8252
26,1943,BALTIMORE,59,896049.7823
1,1944,BALTIMORE,135,896430.8024
2,1944,BALTIMORE,267,896811.8747
3,1944,BALTIMORE,712,897192.9886
4,1944,BALTIMORE,1158,897574.1332
5,1944,BALTIMORE,1594,897955.2978
6,1944,BALTIMORE,1845,898336.4718
7,1944,BALTIMORE,1608,898717.6442
8,1944,BALTIMORE,1329,899098.8044
9,1944,BALTIMORE,874,899479.9416
10,1944,BALTIMORE,543,899861.0451
11,1944,BALTIMORE,258,900242.1041
12,1944,BALTIMORE,114,900623.1079
13,1944,BALTIMORE,40,901004.0457
14,1944,BALTIMORE,26,901384.9067
15,1944,BALTIMORE,4,901765.6803
16,1944,BALTIMORE,2,902146.3556
17,1944,BALTIMORE,2,902526.9219
18,1944,BALTIMORE,1,902907.3685
19,1944,BALTIMORE,2,903287.6846
20,1944,BALTIMORE,0,903667.8595
21,1944,BALTIMORE,3,904047.8823
22,1944,BALTIMORE,3,904427.7425
23,1944,BALTIMORE,3,904807.4291
24,1944,BALTIMORE,1,905186.9315
25,1944,BALTIMORE,1,905566.2389
26,1944,BALTIMORE,5,905945.3406
1,1945,BALTIMORE,4,906324.2257
2,1945,BALTIMORE,12,906702.8836
3,1945,BALTIMORE,13,907081.3036
4,1945,BALTIMORE,9,907459.4747
5,1945,BALTIMORE,7,907837.3864
6,1945,BALTIMORE,14,908215.0278
7,1945,BALTIMORE,19,908592.3883
8,1945,BALTIMORE,19,908969.4569
9,1945,BALTIMORE,15,909346.2231
10,1945,BALTIMORE,12,909722.676
11,1945,BALTIMORE,22,910098.805
12,1945,BALTIMORE,10,910474.5991
13,1945,BALTIMORE,8,910850.0478
14,1945,BALTIMORE,8,911225.1402
15,1945,BALTIMORE,4,911599.8656
16,1945,BALTIMORE,0,911974.2133
17,1945,BALTIMORE,2,912348.1725
18,1945,BALTIMORE,7,912721.7323
19,1945,BALTIMORE,1,913094.8822
20,1945,BALTIMORE,1,913467.6114
21,1945,BALTIMORE,1,913839.909
22,1945,BALTIMORE,4,914211.7644
23,1945,BALTIMORE,3,914583.1667
24,1945,BALTIMORE,2,914954.1053
25,1945,BALTIMORE,5,915324.5694
26,1945,BALTIMORE,6,915694.5482
1,1946,BALTIMORE,21,916064.031
2,1946,BALTIMORE,47,916433.0071
3,1946,BALTIMORE,84,916801.4656
4,1946,BALTIMORE,248,917169.3959
5,1946,BALTIMORE,463,917536.7871
6,1946,BALTIMORE,638,917903.6286
7,1946,BALTIMORE,874,918269.9096
8,1946,BALTIMORE,769,918635.6193
9,1946,BALTIMORE,935,919000.747
10,1946,BALTIMORE,896,919365.2819
11,1946,BALTIMORE,946,919729.2133
12,1946,BALTIMORE,1010,920092.5305
13,1946,BALTIMORE,650,920455.2226
14,1946,BALTIMORE,379,920817.2789
15,1946,BALTIMORE,164,921178.6887
16,1946,BALTIMORE,69,921539.4413
17,1946,BALTIMORE,25,921899.5258
18,1946,BALTIMORE,6,922258.9316
19,1946,BALTIMORE,8,922617.6478
20,1946,BALTIMORE,2,922975.6637
21,1946,BALTIMORE,2,923332.9687
22,1946,BALTIMORE,5,923689.5518
23,1946,BALTIMORE,5,924045.4025
24,1946,BALTIMORE,7,924400.5098
25,1946,BALTIMORE,12,924754.8631
26,1946,BALTIMORE,16,925108.4517
1,1947,BALTIMORE,11,925461.2647
2,1947,BALTIMORE,8,925813.2914
3,1947,BALTIMORE,9,926164.5211
4,1947,BALTIMORE,13,926514.943
5,1947,BALTIMORE,13,926864.5464
6,1947,BALTIMORE,6,927213.3205
7,1947,BALTIMORE,23,927561.2546
8,1947,BALTIMORE,11,927908.3379
9,1947,BALTIMORE,28,928254.5597
10,1947,BALTIMORE,24,928599.9091
11,1947,BALTIMORE,41,928944.3756
12,1947,BALTIMORE,34,929287.9482
13,1947,BALTIMORE,15,929630.6163
14,1947,BALTIMORE,13,929972.3692
15,1947,BALTIMORE,4,930313.1959
16,1947,BALTIMORE,10,930653.0859
17,1947,BALTIMORE,6,930992.0284
18,1947,BALTIMORE,4,931330.0126
19,1947,BALTIMORE,2,931667.0277
20,1947,BALTIMORE,2,932003.063
21,1947,BALTIMORE,2,932338.1078
22,1947,BALTIMORE,2,932672.1513
23,1947,BALTIMORE,2,933005.1828
24,1947,BALTIMORE,1,933337.1914
25,1947,BALTIMORE,2,933668.1665
26,1947,BALTIMORE,3,933998.0974
1,1948,BALTIMORE,4,934326.9731
2,1948,BALTIMORE,10,934654.7831
3,1948,BALTIMORE,5,934981.5165
4,1948,BALTIMORE,24,935307.1627
5,1948,BALTIMORE,40,935631.7107
6,1948,BALTIMORE,65,935955.15
7,1948,BALTIMORE,105,936277.4697
8,1948,BALTIMORE,191,936598.6592
9,1948,BALTIMORE,617,936918.7076
10,1948,BALTIMORE,1073,937237.6041
11,1948,BALTIMORE,1302,937555.3381
12,1948,BALTIMORE,1666,937871.8989
13,1948,BALTIMORE,1147,938187.2755
14,1948,BALTIMORE,NA,938501.4574
15,1948,BALTIMORE,NA,938814.4337
16,1948,BALTIMORE,NA,939126.1937
17,1948,BALTIMORE,NA,939436.7266
18,1948,BALTIMORE,NA,939746.0218
19,1948,BALTIMORE,NA,940054.0683
20,1948,BALTIMORE,NA,940360.8556
21,1948,BALTIMORE,NA,940666.3728
22,1948,BALTIMORE,NA,940970.6092
23,1948,BALTIMORE,NA,941273.554
24,1948,BALTIMORE,NA,941575.1966
25,1948,BALTIMORE,NA,941875.526
26,1948,BALTIMORE,NA,942174.5317
1,1906,BOSTON,NA,629632.4512
2,1906,BOSTON,NA,630048.9092
3,1906,BOSTON,NA,630464.9786
4,1906,BOSTON,NA,630880.6579
5,1906,BOSTON,NA,631295.9457
6,1906,BOSTON,NA,631710.8403
7,1906,BOSTON,NA,632125.3403
8,1906,BOSTON,NA,632539.4442
9,1906,BOSTON,NA,632953.1503
10,1906,BOSTON,NA,633366.4572
11,1906,BOSTON,NA,633779.3634
12,1906,BOSTON,NA,634191.8673
13,1906,BOSTON,NA,634603.9674
14,1906,BOSTON,NA,635015.6622
15,1906,BOSTON,NA,635426.9501
16,1906,BOSTON,NA,635837.8296
17,1906,BOSTON,NA,636248.2992
18,1906,BOSTON,NA,636658.3574
19,1906,BOSTON,NA,637068.0026
20,1906,BOSTON,2,637477.2333
21,1906,BOSTON,3,637886.048
22,1906,BOSTON,3,638294.4451
23,1906,BOSTON,9,638702.4232
24,1906,BOSTON,22,639109.9807
25,1906,BOSTON,41,639517.116
26,1906,BOSTON,20,639923.8277
1,1907,BOSTON,40,640330.1142
2,1907,BOSTON,26,640735.974
3,1907,BOSTON,32,641141.4055
4,1907,BOSTON,20,641546.4073
5,1907,BOSTON,16,641950.9778
6,1907,BOSTON,31,642355.1155
7,1907,BOSTON,26,642758.8188
8,1907,BOSTON,14,643162.0863
9,1907,BOSTON,39,643564.9163
10,1907,BOSTON,76,643967.3074
11,1907,BOSTON,94,644369.2581
12,1907,BOSTON,132,644770.7668
13,1907,BOSTON,178,645171.832
14,1907,BOSTON,107,645572.4521
15,1907,BOSTON,105,645972.6257
16,1907,BOSTON,70,646372.3512
17,1907,BOSTON,33,646771.6271
18,1907,BOSTON,27,647170.4518
19,1907,BOSTON,22,647568.8238
20,1907,BOSTON,22,647966.7417
21,1907,BOSTON,14,648364.2038
22,1907,BOSTON,20,648761.2087
23,1907,BOSTON,36,649157.7548
24,1907,BOSTON,37,649553.8406
25,1907,BOSTON,49,649949.4645
26,1907,BOSTON,58,650344.6251
1,1908,BOSTON,127,650739.3208
2,1908,BOSTON,153,651133.5501
3,1908,BOSTON,188,651527.3114
4,1908,BOSTON,204,651920.6033
5,1908,BOSTON,364,652313.4242
6,1908,BOSTON,393,652705.7725
7,1908,BOSTON,414,653097.6468
8,1908,BOSTON,527,653489.0455
9,1908,BOSTON,655,653879.9671
10,1908,BOSTON,644,654270.4101
11,1908,BOSTON,573,654660.3729
12,1908,BOSTON,408,655049.854
13,1908,BOSTON,422,655438.8519
14,1908,BOSTON,255,655827.3651
15,1908,BOSTON,121,656215.392
16,1908,BOSTON,58,656602.9311
17,1908,BOSTON,34,656989.9809
18,1908,BOSTON,29,657376.5398
19,1908,BOSTON,37,657762.6063
20,1908,BOSTON,45,658148.179
21,1908,BOSTON,35,658533.2562
22,1908,BOSTON,57,658917.8364
23,1908,BOSTON,44,659301.9182
24,1908,BOSTON,38,659685.4999
25,1908,BOSTON,48,660068.5801
26,1908,BOSTON,49,660451.1573
1,1909,BOSTON,85,660833.2298
2,1909,BOSTON,101,661214.7962
3,1909,BOSTON,104,661595.855
4,1909,BOSTON,116,661976.4046
5,1909,BOSTON,140,662356.4435
6,1909,BOSTON,143,662735.9702
7,1909,BOSTON,150,663114.9831
8,1909,BOSTON,148,663493.4807
9,1909,BOSTON,173,663871.4615
10,1909,BOSTON,209,664248.9239
11,1909,BOSTON,162,664625.8665
12,1909,BOSTON,161,665002.2877
13,1909,BOSTON,166,665378.186
14,1909,BOSTON,87,665753.5598
15,1909,BOSTON,56,666128.4077
16,1909,BOSTON,30,666502.7281
17,1909,BOSTON,28,666876.5194
18,1909,BOSTON,18,667249.7801
19,1909,BOSTON,18,667622.5088
20,1909,BOSTON,40,667994.7039
21,1909,BOSTON,44,668366.3638
22,1909,BOSTON,78,668737.4871
23,1909,BOSTON,151,669108.0722
24,1909,BOSTON,158,669478.1175
25,1909,BOSTON,155,669847.6216
26,1909,BOSTON,130,670216.583
1,1910,BOSTON,184,670585
2,1910,BOSTON,220,670952.8715
3,1910,BOSTON,165,671320.1972
4,1910,BOSTON,130,671686.9772
5,1910,BOSTON,173,672053.2116
6,1910,BOSTON,182,672418.9005
7,1910,BOSTON,276,672784.0439
8,1910,BOSTON,322,673148.6418
9,1910,BOSTON,386,673512.6945
10,1910,BOSTON,420,673876.2019
11,1910,BOSTON,398,674239.164
12,1910,BOSTON,378,674601.5811
13,1910,BOSTON,276,674963.4531
14,1910,BOSTON,153,675324.7801
15,1910,BOSTON,54,675685.5622
16,1910,BOSTON,45,676045.7995
17,1910,BOSTON,35,676405.492
18,1910,BOSTON,17,676764.6398
19,1910,BOSTON,6,677123.243
20,1910,BOSTON,NA,677481.3016
21,1910,BOSTON,NA,677838.8157
22,1910,BOSTON,NA,678195.7854
23,1910,BOSTON,NA,678552.2108
24,1910,BOSTON,NA,678908.0918
25,1910,BOSTON,52,679263.4287
26,1910,BOSTON,94,679618.2214
1,1911,BOSTON,93,679972.4701
2,1911,BOSTON,147,680326.1748
3,1911,BOSTON,205,680679.3355
4,1911,BOSTON,166,681031.9524
5,1911,BOSTON,211,681384.0255
6,1911,BOSTON,301,681735.5549
7,1911,BOSTON,332,682086.5406
8,1911,BOSTON,371,682436.9828
9,1911,BOSTON,366,682786.8815
10,1911,BOSTON,407,683136.2367
11,1911,BOSTON,337,683485.0486
12,1911,BOSTON,244,683833.3171
13,1911,BOSTON,182,684181.0425
14,1911,BOSTON,108,684528.2247
15,1911,BOSTON,73,684874.8639
16,1911,BOSTON,38,685220.96
17,1911,BOSTON,47,685566.5132
18,1911,BOSTON,41,685911.5235
19,1911,BOSTON,29,686255.991
20,1911,BOSTON,42,686599.9158
21,1911,BOSTON,55,686943.2979
22,1911,BOSTON,44,687286.1375
23,1911,BOSTON,56,687628.4345
24,1911,BOSTON,64,687970.1891
25,1911,BOSTON,108,688311.4013
26,1911,BOSTON,162,688652.0712
1,1912,BOSTON,207,688992.1989
2,1912,BOSTON,244,689331.7844
3,1912,BOSTON,374,689670.8278
4,1912,BOSTON,266,690009.3292
5,1912,BOSTON,365,690347.2887
6,1912,BOSTON,353,690684.7062
7,1912,BOSTON,325,691021.582
8,1912,BOSTON,325,691357.916
9,1912,BOSTON,319,691693.7083
10,1912,BOSTON,329,692028.9591
11,1912,BOSTON,340,692363.6683
12,1912,BOSTON,308,692697.836
13,1912,BOSTON,227,693031.4624
14,1912,BOSTON,194,693364.5474
15,1912,BOSTON,97,693697.0912
16,1912,BOSTON,58,694029.0939
17,1912,BOSTON,48,694360.5554
18,1912,BOSTON,36,694691.4759
19,1912,BOSTON,41,695021.8554
20,1912,BOSTON,29,695351.694
21,1912,BOSTON,62,695680.9918
22,1912,BOSTON,97,696009.7488
23,1912,BOSTON,137,696337.9652
24,1912,BOSTON,225,696665.6409
25,1912,BOSTON,318,696992.7762
26,1912,BOSTON,297,697319.3709
1,1913,BOSTON,318,697645.4252
2,1913,BOSTON,282,697970.9392
3,1913,BOSTON,367,698295.913
4,1913,BOSTON,473,698620.3465
5,1913,BOSTON,577,698944.2399
6,1913,BOSTON,489,699267.5933
7,1913,BOSTON,497,699590.4067
8,1913,BOSTON,324,699912.6802
9,1913,BOSTON,405,700234.4139
10,1913,BOSTON,329,700555.6078
11,1913,BOSTON,357,700876.262
12,1913,BOSTON,306,701196.3765
13,1913,BOSTON,263,701515.9515
14,1913,BOSTON,143,701834.9871
15,1913,BOSTON,80,702153.4832
16,1913,BOSTON,46,702471.44
17,1913,BOSTON,26,702788.8575
18,1913,BOSTON,22,703105.7357
19,1913,BOSTON,12,703422.0749
20,1913,BOSTON,38,703737.875
21,1913,BOSTON,35,704053.1361
22,1913,BOSTON,22,704367.8583
23,1913,BOSTON,35,704682.0416
24,1913,BOSTON,51,704995.6862
25,1913,BOSTON,58,705308.792
26,1913,BOSTON,67,705621.3592
1,1914,BOSTON,102,705933.3879
2,1914,BOSTON,114,706244.878
3,1914,BOSTON,119,706555.8297
4,1914,BOSTON,102,706866.2431
5,1914,BOSTON,105,707176.1181
6,1914,BOSTON,116,707485.455
7,1914,BOSTON,188,707794.2537
8,1914,BOSTON,149,708102.5143
9,1914,BOSTON,198,708410.2369
10,1914,BOSTON,262,708717.4216
11,1914,BOSTON,339,709024.0685
12,1914,BOSTON,253,709330.1775
13,1914,BOSTON,199,709635.7488
14,1914,BOSTON,129,709940.7825
15,1914,BOSTON,86,710245.2785
16,1914,BOSTON,58,710549.2371
17,1914,BOSTON,39,710852.6582
18,1914,BOSTON,30,711155.542
19,1914,BOSTON,19,711457.8884
20,1914,BOSTON,27,711759.6976
21,1914,BOSTON,90,712060.9697
22,1914,BOSTON,164,712361.7047
23,1914,BOSTON,196,712661.9026
24,1914,BOSTON,260,712961.5636
25,1914,BOSTON,185,713260.6878
26,1914,BOSTON,158,713559.2751
1,1915,BOSTON,171,713857.3257
2,1915,BOSTON,123,714154.8396
3,1915,BOSTON,168,714451.8169
