Scientific Name	Taxon Author	tsn
Andrena incanescens	Cockerell, 1923	752500
Andrena incisa	Eversmann, 1852	752501
Andrena inclinata	Viereck, 1916	654329
Andrena incognita	Warncke, 1975	752502
Andrena inconstans	Morawitz, 1877	752503
Andrena inculta	LaBerge, 1967	654330
Andrena induta	Morawitz, 1895	752504
Andrena infirma	Morawitz, 1876	752505
Andrena initialis	Morawitz, 1876	752506
Andrena innesi	Gribodo, 1894	752507
Andrena insignis	Warncke, 1974	752508
Andrena integra	Smith, 1853	654331
Andrena intermedia	Thomson, 1870	752509
Andrena iranella	Popov, 1940	752510
Andrena irrasus	LaBerge, 1967	654332
Andrena isabellina	Warncke, 1969	752511
Andrena ishiharai	Hirashima, 1953	752512
Andrena ishii	Ribble, 1968	654333
Andrena ishikawai	Hirashima, 1958	752513
Andrena isis	Schmiedeknecht, 1900	752514
Andrena isocomae	Timberlake, 1951	654334
Andrena ispida	Warncke, 1965	752515
Andrena jakowlewi	Morawitz, 1894	752516
Andrena jalalabadensis	Warncke, 1974	752517
Andrena janthina	Warncke, 1975	752518
Andrena japonica	(Smith, 1873)	752519
Andrena jazleya	Pohl & Larkin, 2006	752520
Andrena jeholensis	Yasumatsu, 1935	752521
Andrena jennei	Viereck, 1917	752522
Andrena jessicae	Cockerell, 1896	654335
Andrena jugorum	Morawitz, 1877	752523
Andrena kaguya	Hirashima, 1965	752524
Andrena kaibabensis	Ribble, 1974	654336
Andrena kalmiae	Atwood, 1934	654337
Andrena kamarti	Schmiedeknecht, 1900	752525
Andrena kamikochiana	Hirashima, 1963	752526
Andrena kamtschatkaensis	Friese, 1914	752527
Andrena kansuensis	Alfken, 1936	752528
Andrena kathmanduensis	Tadauchi & Matsumura, 2007	753131
Andrena kerriae	Hirashima, 1965	752529
Andrena khabarovi	Osytshnjuk, 1986	752530
Andrena khankensis	Osytshnjuk, 1995	752531
Andrena khasania	Osytshnjuk, 1995	767930
Andrena khosrovi	Osytshnjuk, 1993	752533
Andrena kilikiae	Warncke, 1969	752534
Andrena kintschouensis	Hedicke, 1940	752535
Andrena kirgisica	Osytshnjuk, 1994	752536
Andrena kishidai	Yasumatsu, 1935	752537
Andrena knuthi	Alfken, 1900	752538
Andrena knuthiana	Cockerell, 1901	654338
Andrena knuthiformis	Hirashima, 1952	752539
Andrena komachi	Hirashima, 1965	752540
Andrena komarowii	Radoszkowski, 1886	752541
Andrena kondarensis	Osytshnjuk, 1982	752542
Andrena konyella	Warncke, 1975	752543
Andrena kopetica	Osytshnjuk, 1993	752544
Andrena korbella	Grünwaldt, 2005	752545
Andrena koreana	Hirashima, 1952	752546
Andrena korleviciana	Friese, 1887	752547
Andrena kornosica	Mavromoustakis, 1954	752548
Andrena korovini	Osytshnjuk, 1986	752549
Andrena kotenkoi	Osytshnjuk, 1994	752550
Andrena krausiella	Gusenleitner, 1998	752551
Andrena kraussi	Michener, 1954	654339
Andrena kriechbaumeri	Schmiedeknecht, 1883	752552
Andrena krigiana	Robertson, 1901	654340
Andrena kristina	Lanham, 1983	654341
Andrena kryzhanovskii	Osytshnjuk, 1993	752553
Andrena kudiana	Cockerell, 1924	752554
Andrena kumbhuensis	Tadauchi & Matsumura, 2007	753133
Andrena kurda	Warncke, 1975	752555
Andrena labergei	Ribble, 1968	654342
Andrena labergeiella	Gusenleitner, 1998	752556
Andrena labialis	(Kirby, 1802)	752557
Andrena labiata	Fabricius, 1781	752558
Andrena labiatula	Osytshnjuk, 1993	752559
Andrena laevis	Osytshnjuk, 1983	752560
Andrena laeviventris	Morawitz, 1876	752561
Andrena laghmana	Warncke, 1974	752562
Andrena lagopus	Latreille, 1809	752563
Andrena lamelliterga	Ribble, 1968	654343
Andrena lamiana	Warncke, 1965	752564
Andrena laminibucca	Viereck & Cockerell, 1914	654344
Andrena langadensis	Warncke, 1965	752565
Andrena lanhami	LaBerge, 1980	654345
Andrena lapponica	Zetterstedt, 1838	752566
Andrena lateralis	Morawitz, 1876	752567
Andrena lathyri	Alfken, 1899	752568
Andrena laticalcar	Osytshnjuk, 1985	752569
Andrena laticeps	Morawitz, 1877	752570
Andrena latifrons	LaBerge, 1977	654346
Andrena latigena	Wu, 1982	752571
Andrena latinensis	Donovan, 1977	654347
Andrena lativentris	Timberlake, 1951	654348
Andrena lauracea	Robertson, 1897	752572
Andrena laurivora	Warncke, 1974	752573
Andrena lauta	LaBerge, 1977	654349
Andrena lawrencei	Viereck & Cockerell, 1914	654350
Andrena layiae	Timberlake, 1951	654351
Andrena lazoiana	Osytshnjuk, 1995	752574
Andrena leaena	Cameron, 1907	752575
Andrena ledermanni	Schönitzer, 1997	752576
Andrena legata	Nurse, 1904	752577
Andrena lehmanni	Schönitzer, 1997	752578
Andrena lepida	Schenck, 1861	752579
Andrena lepidii	Ribble, 1968	654352
Andrena leptopyga	Pérez, 1895	752580
Andrena lepurana	Warncke, 1974	752581
Andrena leucocyanea	Pérez, 1895	752582
Andrena leucofimbriata	Xu & Tadauchi, 1995	752583
Andrena leucolippa	Pérez, 1895	752584
Andrena leucomelaena	Hedicke, 1940	752585
Andrena leucomystax	Thorp & LaBerge, 2005	752586
Andrena leucophaea	Lepeletier, 1841	752587
Andrena leucopsis	Warncke, 1967	752588
Andrena leucorhina	Morawitz, 1876	752589
Andrena leucura	Warncke, 1974	752590
Andrena levigata	LaBerge, 1967	654353
Andrena levipes	LaBerge, 1967	654354
Andrena lewisorum	Thorp, 1969	654355
Andrena lijiangensis	Wu, 1992	752591
Andrena lillooetensis	Viereck, 1924	767928
Andrena limassolica	Mavromoustakis, 1948	752593
Andrena limata	Smith, 1853	752594
Andrena limatula	LaBerge, 1967	654356
Andrena limbata	Eversmann, 1852	752595
Andrena limonii	Osytshnjuk, 1983	752596
Andrena lindbergella	Pittioni, 1950	752597
Andrena lineolata	Warncke, 1968	752598
Andrena linsleyana	Thorp, 1987	654358
Andrena linsleyi	Timberlake, 1937	654359
Andrena livens	Pérez, 1895	752599
Andrena livida	LaBerge, 1977	654360
Andrena lomatii	Ribble, 1974	654361
Andrena longibarbis	Pérez, 1895	752600
Andrena longiceps	Morawitz, 1895	752601
Andrena longifovea	LaBerge, 1977	654362
Andrena longitibialis	Hirashima, 1962	752602
Andrena lonicera	Warncke, 1973	752603
Andrena lonicerae	Tadauchi & Hirashima, 1988	752604
Andrena lucidicollis	Morawitz, 1876	752605
Andrena lucidula	Warncke, 1974	752606
Andrena lunata	Warncke, 1975	752607
Andrena lupinorum	Cockerell, 1906	654363
Andrena luridiloma	Strand, 1915	752608
Andrena luscinia	Warncke, 1975	752609
Andrena lutea	Warncke, 1967	752610
Andrena luteihirta	Donovan, 1977	654364
Andrena mackieae	Cockerell, 1937	654365
Andrena macoupinensis	Robertson, 1900	654366
Andrena macra	Mitchell, 1951	654367
Andrena macrocephala	Cockerell, 1916	654368
Andrena macroceps	(Matsumura, 1912)	752611
Andrena macroptera	Warncke, 1974	752612
Andrena macswaini	Linsley, 1960	654369
Andrena maculipes	Morawitz, 1876	752613
Andrena maderensis	Cockerell, 1922	752614
Andrena maetai	Hirashima, 1964	752615
Andrena magna	Warncke, 1965	752616
Andrena magnipunctata	Kim & Kim, 1989	752617
Andrena magunta	Warncke, 1965	752618
Andrena maidaqi	Scheuchl & Gusenleitner, 2007	752619
Andrena majalis	Morawitz, 1876	752620
Andrena malacothricidis	Thorp, 1969	654370
Andrena mali	Tadauchi & Hirashima, 1987	752621
Andrena malickyi	Gusenleitner & Schwarz, 2000	752622
Andrena mandibularis	Robertson, 1892	654371
Andrena mangkamensis	Wu, 1982	752623
Andrena manifesta	(Fox, 1894)	654372
Andrena mara	Warncke, 1974	752624
Andrena marginata	Fabricius, 1776	752625
Andrena mariae	Robertson, 1891	654373
Andrena mariana	Warncke, 1968	752626
Andrena mariposorum	Viereck, 1917	654374
Andrena marsae	Schmiedeknecht, 1900	752628
Andrena maukensis	Matsumura, 1911	752629
Andrena medeninensis	Pérez, 1895	752630
Andrena media	(Radoszkowski, 1891)	752631
Andrena mediocalens	Cockerell, 1931	752632
Andrena medionitens	Cockerell, 1902	654375
Andrena mediovittata	Pérez, 1895	757517
Andrena melacana	Warncke, 1967	752634
Andrena melaleuca	Pérez, 1895	752635
Andrena melanochroa	Cockerell, 1898	654376
Andrena melanospila	Cockerell, 1918	752636
Andrena melanota	Warncke, 1975	752637
Andrena melba	Warncke, 1966	752638
Andrena melittoides	Friese, 1899	752639
Andrena mellea	Cresson, 1868	654377
Andrena melliventris	Cresson, 1872	654378
Andrena mendica	Mitchell, 1960	654379
Andrena mentzeliae	Cockerell, 1897	654380
Andrena mephistophelica	Cameron, 1897	752640
Andrena merimna	Saunders, 1908	752641
Andrena meripes	Friese, 1922	752642
Andrena merriami	Cockerell, 1901	654381
Andrena merula	Warncke, 1969	752643
Andrena mesillae	Cockerell, 1896	654382
Andrena mesoleuca	Cockerell, 1924	654383
Andrena metallescens	Cockerell, 1906	752644
Andrena metasequoiae	Tadauchi & Xu, 2003	752645
Andrena metuoensis	Xu & Tadauchi, 2001	752646
Andrena mexicana	LaBerge, 1967	654384
Andrena micheneri	Ribble, 1968	654385
Andrena micheneriana	LaBerge, 1978	654386
Andrena micheneriella	Gusenleitner & Schwarz, 2000	767921
Andrena microcardia	Pérez, 1895	752647
Andrena microchlora	Cockerell, 1922	654387
Andrena microthorax	Pérez, 1895	752648
Andrena miegiella	Dours, 1873	752649
Andrena mikado	Strand & Yasumatsu, 1938	752650
Andrena mikhaili	Osytshnjuk, 1982	752651
Andrena milwaukeensis	Graenicher, 1903	654388
Andrena mimbresensis	Larkin, 2004	752652
Andrena mimetes	Cockerell, 1929	752653
Andrena minapalumboi	Gribodo, 1894	752654
Andrena miniata	LaBerge, 1986	654389
Andrena minima	Warncke, 1974	752655
Andrena minor	(Radoszkowski, 1891)	752656
Andrena minutissima	Osytshnjuk, 1995	752657
Andrena minutula	(Kirby, 1802)	752658
Andrena minutuloides	Perkins, 1914	752659
Andrena miranda	Smith, 1879	654390
Andrena mirzojani	Osytshnjuk, 1993	752660
Andrena misella	Timberlake, 1951	654391
Andrena miserabilis	Cresson, 1872	654392
Andrena mistrensis	Grünwaldt, 2005	752661
Andrena mitakensis	Hirashima, 1963	752662
Andrena mitis	Schmiedeknecht, 1883	752663
Andrena miyamotoi	Hirashima, 1964	752664
Andrena mocsaryi	Schmiedeknecht, 1884	752665
Andrena mohavensis	Ribble, 1974	654393
Andrena mojavensis	Linsley & MacSwain, 1955	654394
Andrena mollissima	Warncke, 1975	752666
Andrena monacha	Warncke, 1965	752667
Andrena mongolica	Morawitz, 1880	752668
Andrena monilia	Warncke, 1967	752669
Andrena monilicornis	Cockerell, 1896	654395
Andrena monoensis	LaBerge, 1980	654396
Andrena monogonoparia	Viereck, 1917	654397
Andrena montana	Warncke, 1973	752670
Andrena montanula	Osytshnjuk, 1986	752671
Andrena montarca	Warncke, 1975	752672
Andrena monticola	LaBerge, 1967	654398
Andrena montrosensis	Viereck & Cockerell, 1914	654399
Andrena moquiorum	Viereck & Cockerell, 1914	654400
Andrena mordax	Morawitz, 1876	752673
Andrena moricei	Friese, 1899	752674
Andrena morinella	Warncke, 1975	752675
Andrena morio	Brullé, 1832	752676
Andrena morosa	Cameron, 1897	752677
Andrena morrisonella	Viereck, 1917	654401
Andrena mucida	Kriechbaumer, 1873	752678
Andrena mucorea	Morawitz, 1876	752679
Andrena mucronata	Morawitz, 1871	752680
Andrena munakatai	Tadauchi, 1985	752681
Andrena murana	Warncke, 1967	752682
Andrena murietae	Ribble, 1968	654402
Andrena murreensis	Cockerell, 1923	752683
Andrena muscaria	Warncke, 1965	752684
Andrena musica	Gusenleitner, 1998	752685
Andrena mutini	Osytshnjuk, 1986	752686
Andrena najadana	Warncke, 1975	752687
Andrena nana	(Kirby, 1802)	752688
Andrena nanaeformis	Noskiewicz, 1925	752689
Andrena nanshanica	Popov, 1940	752690
Andrena nantouensis	Dubitzky, 2006	752691
Andrena nanula	Nylander, 1848	752692
Andrena nasica	Lebedev, 1933	752693
Andrena nasipolita	Strand, 1913	752694
Andrena nasonii	Robertson, 1895	654403
Andrena nasuta	Giraud, 1863	752695
Andrena nativa	Osytshnjuk, 1984	752696
Andrena nawai	Cockerell, 1913	752697
Andrena nebularia	Warncke, 1975	752698
Andrena neffi	Larkin, 2004	752699
Andrena negevana	Gusenleitner & Scheuchl, 2000	752700
Andrena nemophilae	Ribble, 1968	654404
Andrena neocypriaca	Mavromoustakis, 1956	752701
Andrena neomexicana	LaBerge, 1967	654405
Andrena neonana	Viereck, 1917	654406
Andrena neovirida	Grünwaldt, 2005	752702
Andrena nesterovi	Osytshnjuk, 1982	752703
Andrena nesteroviella	Osytshnjuk, 1993	752704
Andrena nevadae	Linsley & MacSwain, 1961	654407
Andrena nevadensis	(Cresson, 1879)	654408
Andrena nida	Mitchell, 1960	654409
Andrena nigerrima	Casad, 1896	654410
Andrena nigra	Provancher, 1895	654411
Andrena nigrae	Robertson, 1905	654412
Andrena nigriceps	(Kirby, 1802)	752705
Andrena nigricula	LaBerge & Bouseman, 1977	654413
Andrena nigrihirta	(Ashmead, 1890)	654415
Andrena nigripes	Provancher, 1895	654416
Andrena nigritula	Cockerell, 1906	752706
Andrena nigroaenea	(Kirby, 1802)	752707
Andrena nigrocaerulea	Cockerell, 1897	654417
Andrena nigroclypeata	Linsley, 1939	654418
Andrena nigrocyanea	Saunders, 1908	752708
Andrena nigroolivacea	Dours, 1873	752709
Andrena nigroviridula	Dours, 1873	752710
Andrena nilotica	Warncke, 1967	752711
Andrena nippon	Tadauchi & Hirashima, 1983	752712
Andrena nisoria	Warncke, 1969	752713
Andrena nitida	(Müller, 1776)	752714
Andrena nitidicollis	Morawitz, 1876	752715
Andrena nitidilabris	Pérez, 1895	752716
Andrena nitidiuscula	Schenck, 1853	752717
Andrena nitidula	Pérez, 1903	752718
Andrena nivalis	Smith, 1853	654419
Andrena niveata	Friese, 1887	752719
Andrena niveimonticola	Xu & Tadauchi, 1999	752720
Andrena niveobarbata	Nurse, 1904	752721
Andrena nobilis	Morawitz, 1874	752722
Andrena nothocalaidis	(Cockerell, 1905)	654420
Andrena nothoscordi	Robertson, 1897	654421
Andrena notophila	Cockerell, 1933	752723
Andrena nova	Popov, 1940	752724
Andrena nubecula	Smith, 1853	654422
Andrena nubica	Warncke, 1975	752725
Andrena nucleola	Warncke, 1973	752726
Andrena nuda	Robertson, 1891	654423
Andrena nudigastroides	Yasumatsu, 1935	752727
Andrena numida	Lepeletier, 1841	752728
Andrena nupta	Morawitz, 1876	752729
Andrena nuptialis	Pérez, 1902	752730
Andrena nycthemera	Imhoff, 1868	752731
Andrena oblita	Warncke, 1967	752732
Andrena obscuripennis	Smith, 1853	654424
Andrena obscuripostica	Viereck, 1916	654425
Andrena ochropa	Warncke, 1974	752733
Andrena oedicnema	Warncke, 1975	752734
Andrena oenas	Warncke, 1975	752735
Andrena oenotherae	Timberlake, 1937	654426
Andrena ofella	LaBerge, 1967	654427
Andrena okabei	Hirashima, 1957	752736
Andrena okinawana	Matsumura & Uchida, 1926	752737
Andrena olivacea	Viereck, 1916	654428
Andrena olympica	Grünwaldt, 2005	752738
Andrena omninigra	Viereck, 1917	752739
Andrena omogensis	Hirashima, 1953	752740
Andrena oniscicolor	(Viereck, 1904)	752741
Andrena opacifovea	Hirashima, 1952	752742
Andrena opercula	Wu, 1982	752743
Andrena optanda	LaBerge, 1967	654430
Andrena oralis	Morawitz, 1876	752744
Andrena orana	Warncke, 1975	752745
Andrena orbitalis	Morawitz, 1871	752746
Andrena orchidea	Scheuchl, 2005	752747
Andrena orientaliella	Osytshnjuk, 1986	752748
Andrena orientana	Warncke, 1965	752749
Andrena orizabibia	Strand, 1917	753117
Andrena ornata	Morawitz, 1866	752750
Andrena orthocarpi	Cockerell, 1936	654432
Andrena osmioides	Cockerell, 1916	654433
Andrena osychniukae	Osytshnjuk, 1977	752751
Andrena osytschnjukae	Tadauchi & Xu, 2000	752752
Andrena oulskii	Radoszkowski, 1867	752753
Andrena ounifa	Warncke, 1974	752754
Andrena ovatula	(Kirby, 1802)	752755
Andrena oviventris	Pérez, 1895	752756
Andrena pachucensis	Donovan, 1977	654434
Andrena padoucorum	Viereck & Cockerell, 1914	752757
Andrena paganettina	Warncke, 1965	752758
Andrena pagophila	Warncke, 1975	752759
Andrena pallidicincta	Brullé, 1832	752760
Andrena pallidifovea	(Viereck, 1904)	654435
Andrena pallidiscopa	(Viereck, 1904)	654436
Andrena pallitarsis	Pérez, 1903	752761
Andrena palpalis	Timberlake, 1951	654437
Andrena palumba	Warncke, 1974	752762
Andrena pandellei	Pérez, 1895	752763
Andrena pandosa	Warncke, 1968	752764
Andrena panfilovi	Osytshnjuk, 1984	752765
Andrena pannosa	Morawitz, 1876	752766
Andrena panurgimorpha	Mavromoustakis, 1957	752767
Andrena panurgina	De Stefani, 1887	752768
Andrena papagorum	Viereck & Cockerell, 1914	654438
Andrena parachalybea	Viereck, 1917	654439
Andrena paradisaea	Warncke, 1975	752769
Andrena paradoxa	Friese, 1921	752770
Andrena parathoracica	Hirashima, 1957	752771
Andrena paraulica	Hedicke, 1940	752772
Andrena pareklisiae	Mavromoustakis, 1957	752773
Andrena parilis	LaBerge, 1967	654440
Andrena parnassiae	Cockerell, 1902	654441
Andrena parviceps	Kriechbaumer, 1873	752774
Andrena passerina	Warncke, 1974	752775
Andrena pastellensis	Schwenninger, 2007	752776
Andrena patagiata	LaBerge, 1987	654442
Andrena patella	Nurse, 1903	752777
Andrena paucisquama	Noskiewicz, 1924	752778
Andrena pavonia	Warncke, 1974	752779
Andrena peckhami	Cockerell, 1902	654443
Andrena pecosana	Cockerell, 1913	654444
Andrena pectidis	(Cockerell, 1897)	654445
Andrena pectilis	LaBerge, 1986	654446
Andrena pela	Warncke, 1974	752780
Andrena pellucens	Pérez, 1895	752781
Andrena pellucida	Warncke, 1974	752782
Andrena pelopa	Warncke, 1975	752783
Andrena penemisella	LaBerge & Ribble, 1975	654447
Andrena pensilis	Timberlake, 1938	654448
Andrena penutiani	Ribble, 1968	654449
Andrena perarmata	Cockerell, 1898	654450
Andrena perezana	Viereck & Cockerell, 1914	654451
Andrena peridonea	Cockerell, 1920	752784
Andrena perimelas	Cockerell, 1905	654452
Andrena perplexa	Smith, 1853	654453
Andrena perpunctata	LaBerge, 1967	654454
Andrena persimulata	Viereck, 1917	654455
Andrena personata	Robertson, 1897	654456
Andrena pertristis	Cockerell, 1905	654457
Andrena pesenkoi	Osytshnjuk, 1984	752785
Andrena peshinica	Nurse, 1904	752786
Andrena pesleria	Gusenleitner, 1998	752787
Andrena petrosa	Warncke, 1974	752788
Andrena phaceliae	Mitchell, 1960	654458
Andrena phaneroleuca	Cockerell, 1929	752789
Andrena phenax	Cockerell, 1898	654459
Andrena phoenicura	Warncke, 1975	752790
Andrena pieli	Xu & Tadauchi, 1995	752791
Andrena pilipes	Fabricius, 1781	752792
Andrena pinkeunia	Warncke, 1969	752793
Andrena piperi	Viereck, 1904	654460
Andrena placata	Mitchell, 1960	654461
Andrena plana	Viereck, 1904	654462
Andrena planirostris	Morawitz, 1876	752794
Andrena planiventris	Dours, 1872	752795
Andrena planti	Dubitzky, 2006	752796
Andrena platalea	Warncke, 1975	752797
Andrena platydepressa	Tadauchi & Xu, 1995	752798
Andrena platyparia	Robertson, 1895	752799
Andrena platyrhina	Cockerell, 1930	654463
Andrena plebeia	LaBerge, 1986	654464
Andrena plumiscopa	Timberlake, 1951	654465
Andrena plumosella	Gusenleitner & Schwarz, 2002	752800
Andrena polemediana	Mavromoustakis, 1956	752801
Andrena polemonii	Robertson, 1891	654466
Andrena polita	Smith, 1847	752802
Andrena ponomarevae	Osytshnjuk, 1983	752803
Andrena pontica	Warncke, 1972	752804
Andrena popovi	Osytshnjuk, 1985	752805
Andrena porterae	Cockerell, 1900	654467
Andrena potentillae	Panzer, 1809	752806
Andrena praecocella	Cockerell, 1917	752807
Andrena praecox	(Scopoli, 1763)	752808
Andrena pratincola	Warncke, 1974	752809
Andrena prima	Casad, 1896	654468
Andrena primaeva	Cockerell, 1909	752810
Andrena primulifrons	Casad, 1896	654469
Andrena principalis	LaBerge, 1986	654470
Andrena probata	Warncke, 1973	752811
Andrena producta	Warncke, 1973	752812
Andrena prolixa	LaBerge, 1980	654471
Andrena prostomias	Pérez, 1905	752813
Andrena proxima	(Kirby, 1802)	752814
Andrena pruinosa	Erichson, 1835	752815
Andrena prunella	Warncke, 1974	752816
Andrena pruni	Robertson, 1891	654472
Andrena prunifloris	Cockerell, 1898	752817
Andrena prunorum	Cockerell, 1896	654473
Andrena pseudocineraria	Wu, 1982	752818
Andrena pseudothoracica	Engel, 2005	752819
Andrena puffina	Warncke, 1975	752820
Andrena pulicaria	Warncke, 1975	752821
Andrena pullipennis	Alfken, 1931	752822
Andrena pulverea	Viereck, 1916	752823
Andrena pulverulenta	Viereck, 1904	752824
Andrena punctatissima	Morawitz, 1866	752825
Andrena punctifrons	Morawitz, 1876	752826
Andrena punctiventris	Morawitz, 1876	752827
Andrena punjabensis	Cameron, 1908	752828
Andrena purpurascens	Pérez, 1895	752829
Andrena purpureomicans	Alfken, 1935	752830
Andrena pusilla	Pérez, 1903	752831
Andrena puthua	(Cockerell, 1910)	654474
Andrena pyropygia	Kriechbaumer, 1873	752832
Andrena pyrozonata	Friese, 1921	752833
Andrena pyrrhula	Pérez, 1895	752834
Andrena qinhaiensis	Xu, 1994	752835
Andrena quadrifasciata	Morawitz, 1876	752836
Andrena quadrilimbata	LaBerge, 1977	654475
Andrena quadrimaculata	Friese, 1921	752837
Andrena quercina	Cockerell, 1939	654476
Andrena querquedula	Warncke, 1975	752838
Andrena quettensis	Cockerell, 1917	752839
Andrena quinquepalpa	Warncke, 1980	752840
Andrena quintiliformis	Viereck, 1916	654477
Andrena quintilis	Robertson, 1898	654478
Andrena qusumensis	Wu, 1982	752841
Andrena ramaleyi	Cockerell, 1931	654479
